fish_num,alternate_num,tray_id,ubc_id,common_name,specimen_unique_id,juv_ad,fresh_frozen,fork_length_mm,mass_g,comments_length_mass,rna_yn,rna_vial,rna_gill_yn,copy_no_cav_a,copy_no_circv,copy_no_cov,copy_no_ctv_1,copy_no_fa_mar,copy_no_fl_psy,copy_no_hkg,copy_no_ic_hof,copy_no_ic_mul,copy_no_ic_spp,copy_no_lo_sal,copy_no_ortho,copy_no_pa_kab,copy_no_pa_pse,copy_no_pa_ther,copy_no_picv_2,copy_no_prv,copy_no_Qin,copy_no_rhab_3,copy_no_salmv,copy_no_sch,copy_no_smukv_b,copy_no_spav_1_e,copy_no_te_mar,copy_no_ven,copy_no_vhsv,ct_cav_a,ct_circv,ct_cov,ct_ctv_1,ct_fa_mar,ct_fl_psy,ct_hkg,ct_ic_hof,ct_ic_mul,ct_ic_spp,ct_lo_sal,ct_ortho,ct_pa_kab,ct_pa_pse,ct_pa_ther,ct_picv_2,ct_prv,ct_Qin,ct_rhab_3,ct_salmv,ct_sch,ct_smukv_b,ct_spav_1_e,ct_te_mar,ct_ven,ct_vhsv,specimen_id,IF_ES1_668,IF_GILT_669,IF_IL11_291,IF_IL17D_294,IF_MMP13_315,IF_MMP25_316,IF_TXN_683,IM_ARRDC2_663,IM_CLEC4E_666,IM_GLUL_670,IM_HSP90ab-15_270,IM_NAPEPLD_676,IM_NUPR1_677,IM_ODC1_678,IM_TAGLN3_681,IS_HAMP_258,IS_IgMs_289,IS_IL15_293,IS_IL1B_295,IS_MHC2B_312,IS_TF_400,MRS_ATP5G3_181,MRS_C7_189,MRS_FYB_241,MRS_HTATIP_272,MRS_IRF1_299,MRS_KRT2-8_305,MRS_PRAS_350,MRS_SCG_377,OS_CA4_194,OS_CEBPB_665,OS_CFTR-I_206,OS_FKBP5_584,OS_HBA_254,OS_NAKATPASE1a_330,OS_NAKATPASE1b_333,OS_PRLR_596,OS_RGS21_597,OS_SHOP21_384,TM_FKBP10-4_583,TM_HSP70_267,TM_HSP90a-15_269,TM_HSP90a-6_271,TM_MAP3K14_308,TM_SERPIN20_379,TM_SERPIN9_380,VDD_GAL3_72,VDD_HERC6_77,VDD_IFI44A_81,VDD_IFIT5_83,VDD_MX_86,VDD_NFX_87,VDD_RSAD_367,VDD_VHSV_108,VDD_VHSV4_107
N4504,SJ254,4050,ubc_onts20_254,Chinook,2020-0016-13-N4504,Adult,Fresh,785,5993.13,,TRUE,SJ254,TRUE,0,0,0,0,0,0,3.66E+34,0,0,0,0,0,0,183.53,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,23,999,999,999,999,999,999,999,999,999,999,999,999,172347,1.519999981,1.25,1.610000014,1.279999971,-1.029999971,-3.069999933,-1.059999943,-1.429999948,-1.970000029,-0.560000002,-0.730000019,-0.769999981,-0.519999981,-1.580000043,2.640000105,-9.06000042,-4.320000172,0.370000005,1.529999971,0.810000002,-11.10999966,-0.790000021,-4.510000229,-0.439999998,-0.360000014,-0.529999971,0.74000001,0.730000019,2.170000076,2.140000105,-1.639999986,0.569999993,0.340000004,-1.149999976,0.209999993,0.006544005,0.270000011,-1.529999971,-0.790000021,1.789999962,-1.5,-2.74000001,-4.019999981,0.589999974,1.279999971,1.190000057,1.639999986,-8.5,0.379999995,-0.589999974,0.150000006,0.5,-3.74000001,0.779999971,-3.130000114
N4505,SJ255,4050,ubc_onts20_255,Chinook,2020-0016-13-N4505,Adult,Fresh,585,1814.32,,TRUE,SJ255,TRUE,0,0,0,0,0,0,2.20E+25,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,10,999,999,999,999,999,999,516,999,999,999,999,999,999,999,999,999,999,999,999,172348,1.470000029,0.939999998,0.300000012,-0.100000001,-1.909999967,-2.829999924,-1.659999967,-2.799999952,-2.660000086,-0.579999983,-0.50999999,-0.970000029,-0.330000013,-1.460000038,2.089999914,-9.170000076,-6.320000172,-0.230000004,1.5,0.409999996,-11.68999958,-0.810000002,-5.019999981,-1.399999976,-0.720000029,-0.930000007,1.25,0.479999989,0.49000001,-1.309999943,-1.659999967,0.829999983,-1.889999986,-2.390000105,-0.949999988,-0.810000002,-2.529999971,-1.830000043,-1.649999976,2.069999933,-0.850000024,-2.380000114,-4.059999943,0.129999995,1.340000033,0.620000005,0.970000029,-2.369999886,0.899999976,-0.079999998,0.670000017,0.219999999,-2.269999981,0.610000014,-1.299999952
N4506,SJ256,4050,ubc_onts20_256,Chinook,2020-0016-13-N4506,Adult,Fresh,620,2565.92,,TRUE,SJ256,TRUE,0,0,0,0,0,0,7.64E+39,0,0,223.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,20.5,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172349,1.570000052,1.070000052,-0.109999999,0.529999971,-3.039999962,-3.210000038,-1.299999952,-2.430000067,-2.369999886,-1.360000014,-0.289999992,-1.269999981,-0.569999993,-1.74000001,2.609999895,-10.05000019,-5.559999943,0.180000007,1.139999986,-0.050000001,-11.67000008,-0.730000019,-4.800000191,-0.970000029,-0.939999998,-0.75999999,0.07,0.860000014,0.959999979,0.670000017,-1.620000005,0.560000002,-0.970000029,-1.539999962,-0.779999971,-0.200000003,-0.839999974,-1.370000005,-1.730000019,1.179999948,-2.00999999,-3.309999943,-3.059999943,-0.300000012,1.360000014,1.480000019,1.25999999,-10.26000023,0.330000013,-0.419999987,0.02,-0.270000011,-4.570000172,-1.00999999,-2.369999886
N4507,SJ257,4050,ubc_onts20_257,Chinook,2020-0016-13-N4507,Adult,Fresh,780,5074.05,,TRUE,SJ257,TRUE,0,0,0,0,0,0,8.02E+41,0,0,0,0,0,0,20.005,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,27.5,999,999,999,999,999,999,999,999,999,999,999,999,172350,1.539999962,1.179999948,-0.419999987,-0.430000007,-1.50999999,-3.359999895,-1.830000043,-1.350000024,-2.559999943,-0.039999999,-0.360000014,-0.959999979,-0.49000001,-1.559999943,2.390000105,-10.09000015,-5.210000038,-0.230000004,0.99000001,-0.009795306,-13.35999966,-1.309999943,-6.800000191,-0.829999983,-0.74000001,-0.819999993,0.670000017,0.639999986,0.800000012,0.159999996,-1.50999999,0.25,-1.779999971,-1.830000043,-1.029999971,-0.439999998,-0.059999999,-1.200000048,-4.099999905,0.810000002,-0.439999998,-2.25999999,-2.670000076,-0.460000008,0.209999993,-1.360000014,0.790000021,-3.359999895,-0.02,-0.109999999,0.970000029,0.280000001,-2.380000114,-0.970000029,-2.930000067
N4508,SJ258,4050,ubc_onts20_258,Chinook,2020-0016-13-N4508,Adult,Fresh,590,2024.01,,TRUE,SJ258,TRUE,0,0,0,0,0,0,3.01E+43,0,0,0,0,0,0,185.13,303.705,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,23,22,999,999,999,999,999,999,999,999,999,999,999,172351,1.649999976,1.159999967,-0.230000004,0.389999986,-2.680000067,-2.400000095,-1.669999957,-2.039999962,-2.970000029,-1.139999986,-0.889999986,-1.110000014,-0.949999988,-1.279999971,2.549999952,-9.43999958,-4.489999771,0.289999992,1.299999952,-0.109999999,-12.21000004,-1.139999986,-7.260000229,-1.210000038,-0.839999974,-0.629999995,0.360000014,1.340000033,1.029999971,0.330000013,-0.839999974,-0.469999999,-1.200000048,-1.049999952,-0.460000008,0.01,-0.629999995,-1.25999999,-2.269999981,1.389999986,-0.860000014,-1.559999943,-3.089999914,-0.469999999,0.730000019,0.579999983,0.790000021,-2.809999943,-0.300000012,-0.239999995,0.400000006,0.150000006,-0.409999996,-0.090000004,-1.629999995
N4509,SJ259,4050,ubc_onts20_259,Chinook,2020-0016-13-N4509,Adult,Fresh,790,5899.47,,TRUE,SJ259,TRUE,0,0,0,0,0,0,2.61E+22,0,0,0,0,0,0,0,4.405,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,10,999,999,999,999,999,999,999,29,999,999,999,999,999,999,999,999,999,999,999,172352,0.790000021,0.02,0.100000001,-0.400000006,-1.309999943,-4.139999866,-1.940000057,-1.929999948,-2.799999952,-1.779999971,-1.24000001,-1.24000001,-1.00999999,-0.419999987,2.579999924,-8.130000114,-6.559999943,-0.02,1.429999948,1.289999962,-11.52999973,-1.210000038,-6.130000114,-1.450000048,-0.860000014,-1.309999943,0.879999995,0.409999996,0.99000001,1.460000038,-1.330000043,0.079999998,-0.850000024,-0.289999992,0.02,-0.079999998,0.200000003,-1.559999943,-1.299999952,1.139999986,-0.529999971,-3.680000067,-3.920000076,-0.600000024,0.439999998,-0.430000007,0.519999981,-2.049999952,-0.109999999,-0.720000029,0.170000002,-0.430000007,-2.950000048,-1.850000024,-3.74000001
N4510,SJ260,4050,ubc_onts20_260,Chinook,2020-0016-13-N4510,Adult,Fresh,640,3058.77,,TRUE,SJ260,TRUE,0,0,0,0,0,0,1.84E+40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172353,1.059999943,1.070000052,0.340000004,1.080000043,-1.799999952,-3.140000105,-1.860000014,-2.200000048,-2.339999914,-1,-1,-0.660000026,-0.550000012,-1.24000001,2.119999886,-9.010000229,-5.199999809,0.189999998,0.949999988,0.930000007,-10.28999996,-0.850000024,-4.949999809,-1.230000019,-0.639999986,-0.170000002,0.829999983,0.5,1.539999962,-1.5,-2.279999971,0.889999986,-1.669999957,-1.080000043,-0.720000029,-0.100000001,-0.460000008,-1.679999948,-1.519999981,1.929999948,-1.070000052,-2.549999952,-4.349999905,-0.140000001,0.970000029,0.75999999,0.800000012,-3.109999895,0.109999999,-0.699999988,0.140000001,0.079999998,-4.269999981,1.049999952,-3.349999905
N4511,SJ261,4050,ubc_onts20_261,Chinook,2020-0016-13-N4511,Adult,Fresh,615,2699.44,,TRUE,SJ261,TRUE,0,0,0,0,0,0,2.54E+38,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,222.77,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,32,999,999,999,999,999,999,999,999,999,20,999,999,172354,1.669999957,0.579999983,0.409999996,0.439999998,-2.539999962,-2.720000029,-1.049999952,-2.299999952,-2.279999971,-1.059999943,-1.090000033,-1.269999981,-1.690000057,-0.50999999,2.50999999,-10.31000042,-5.21999979,0.150000006,1.379999995,-0.310000002,-11.22000027,-0.930000007,-5.510000229,-1.50999999,-1.00999999,-1.269999981,0.50999999,0.460000008,1.909999967,1.299999952,-1,0.209999993,-0.99000001,-1.590000033,-0.629999995,-0.730000019,-1.350000024,-1.480000019,-1.320000052,1.25999999,-1.25,-2.130000114,-3.799999952,-0.090000004,0.75,0.180000007,0.569999993,-2.039999962,0.419999987,-0.699999988,0.389999986,0.270000011,-2.890000105,1.059999943,-2.930000067
N4512,SJ262,4050,ubc_onts20_262,Chinook,2020-0016-13-N4512,Adult,Fresh,695,3604.2,,TRUE,SJ262,TRUE,0,0,0,0,0,0,1.65E+39,0,0,0,0,0,0,36.045,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,26.5,999,999,999,999,999,999,999,999,999,999,999,999,172355,1.059999943,1.169999957,-0.170000002,-0.239999995,-1.360000014,-3.089999914,-2.329999924,-1.889999986,-2.170000076,-0.819999993,-0.689999998,-0.670000017,-0.029999999,-1.360000014,2.619999886,-10.47000027,-5.420000076,0.310000002,0.930000007,0.699999988,-16.12999916,-0.810000002,-6.800000191,-1.24000001,-0.519999981,-1.049999952,0.479999989,0.870000005,1.179999948,-0.949999988,-1.419999957,0.409999996,-0.02,-1.549999952,-0.99000001,-0.349999994,-0.980000019,-1.830000043,-2.079999924,1.360000014,-0.569999993,-2.529999971,-4.639999866,-0.140000001,0.649999976,0.49000001,0.769999981,-3.099999905,0.25999999,-0.889999986,0.639999986,-0.129999995,-4.139999866,1.220000029,-3.160000086
N4513,SJ263,4050,ubc_onts20_263,Chinook,2020-0016-13-N4513,Adult,Fresh,660,3154.35,,TRUE,SJ263,TRUE,0,0,0,0,0,0,6.20E+37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172356,1.289999962,0.860000014,0.209999993,0.879999995,-2.400000095,-4.389999866,-1.970000029,-1.919999957,-2.890000105,-0.709999979,-0.99000001,-0.579999983,0.189999998,-1.230000019,1.919999957,-9.020000458,-7.059999943,-0.689999998,1.070000052,0.810000002,-10.52000046,-0.939999998,-5.329999924,-0.980000019,-0.579999983,-0.959999979,0.479999989,0.920000017,2,-0.75999999,-2.339999914,1.039999962,-2.460000038,-0.959999979,-1.289999962,-0.189999998,-1.309999943,-2.299999952,-1.440000057,1.659999967,-0.860000014,-1.75,-3.480000019,-0.49000001,1.610000014,0.800000012,1.24000001,-2.130000114,0.99000001,-0.469999999,0.209999993,0.059999999,-2.480000019,0.50999999,-3.309999943
N4514,SJ264,4050,ubc_onts20_264,Chinook,2020-0016-13-N4514,Adult,Fresh,605,2503.84,,TRUE,SJ264,TRUE,0,0,0,0,0,0,1.89E+39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172357,1.350000024,1.399999976,0.01,-0.029999999,-3.970000029,-3.700000048,-2.220000029,-1.980000019,-4.199999809,-0.109999999,-0.330000013,-1.070000052,-0.200000003,-2.130000114,2.059999943,-11.73999977,-4.480000019,0.159999996,1.279999971,0.790000021,-12.5,-0.370000005,-5.539999962,-1.039999962,-1.00999999,-1.070000052,0.560000002,0.170000002,1.370000005,1.610000014,-1.399999976,0.370000005,-2.299999952,-2.279999971,-1.279999971,-1.019999981,-1.669999957,-1.659999967,-2.130000114,1.110000014,-1.570000052,-2.309999943,-2.559999943,-0.419999987,0.25,0.800000012,0.699999988,1.559999943,2.920000076,1.49000001,1.879999995,0.5,1.75,0.460000008,-0.709999979
N4515,SJ265,4050,ubc_onts20_265,Chinook,2020-0016-13-N4515,Adult,Fresh,875,7590.19,,TRUE,SJ265,TRUE,0,0,0,0,0,0,7.31E+45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172358,1.49000001,0.319999993,1.059999943,0.050000001,-2.109999895,-3.069999933,-2.289999962,-2.609999895,-2.670000076,-1.100000024,-0.800000012,-1.429999948,-1.539999962,-1.539999962,2.410000086,-11.06000042,-5.630000114,-0.449999988,0.75,0.280000001,-11.76000023,-1.059999943,-5.960000038,-1.50999999,-1.019999981,-1.00999999,0.330000013,0.059999999,1.190000057,1.059999943,-2.279999971,0.449999988,-1.879999995,-1.710000038,-1.289999962,-0.790000021,-0.920000017,-1.850000024,-2.109999895,1.519999981,-0.949999988,-2.230000019,-3.170000076,-0.579999983,0.649999976,0.439999998,0.970000029,-2.460000038,0.779999971,-0.889999986,-0.529999971,-0.200000003,-3.720000029,-0.109999999,-3.960000038
N4516,SJ266,4050,ubc_onts20_266,Chinook,2020-0016-13-N4516,Adult,Fresh,800,5842.13,,TRUE,SJ266,TRUE,0,0,0,0,0,2,9.26E+43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,31,8,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172359,1.529999971,0.709999979,0.639999986,1.309999943,-2.460000038,-3.559999943,-1.870000005,-1.710000038,-3.599999905,-1.99000001,-1.110000014,-0.99000001,-1.169999957,-1.559999943,2.00999999,-11.89000034,-2.890000105,0.379999995,0.779999971,0.02,-9.949999809,-1.340000033,-6.400000095,-1.210000038,-0.959999979,-0.439999998,0.230000004,0.600000024,1.470000029,1.99000001,-2.049999952,0.980000019,-3.349999905,-0.74000001,-0.360000014,0.039999999,0.100000001,-1.850000024,-2.150000095,1.470000029,-0.709999979,-1.75,-2.650000095,-0.360000014,1.059999943,0.49000001,1.5,0.730000019,-0.230000004,-0.460000008,0.370000005,0.730000019,-0.519999981,-1.139999986,-0.980000019
N4517,SJ267,4050,ubc_onts20_267,Chinook,2020-0016-13-N4517,Adult,Fresh,670,3026.72,,TRUE,SJ267,TRUE,0,0,0,0,0,5.69,3.48E+44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,29,8,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172360,0.850000024,0.879999995,-0.00983691,0.01,-2.680000067,-3.130000114,-2.059999943,-3.269999981,-3.079999924,-1.289999962,-0.879999995,-1.159999967,-2.119999886,-1.309999943,1.49000001,-10.81999969,-5.099999905,-0.680000007,0.779999971,0.439999998,-11.63000011,-1.210000038,-8.170000076,-0.980000019,-0.75,-0.800000012,0.25,0.449999988,1.429999948,-3.710000038,-1.580000043,0.889999986,-2.359999895,-2.019999981,-1.350000024,-0.560000002,-1.340000033,-1.080000043,-1.519999981,1.639999986,-0.200000003,-2,-4.130000114,-0.090000004,0.419999987,0.129999995,1.230000019,-5.300000191,0.670000017,-0.200000003,0.230000004,-0.109999999,-0.430000007,-0.039999999,-2.460000038
N4518,SJ268,4050,ubc_onts20_268,Chinook,2020-0016-13-N4518,Adult,Fresh,700,3533.97,,TRUE,SJ268,TRUE,0,0,0,0,0,0,3.39E+37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,30,999,999,172361,1.529999971,1.429999948,0.560000002,0.109999999,-2.099999905,-1.350000024,-2.00999999,-1.399999976,-2.890000105,-0.230000004,-0.379999995,-0.720000029,0.779999971,-1.629999995,1.669999957,-8.819999695,-4.349999905,0.519999981,1.080000043,-0.029999999,-11.93000031,-1.200000048,-6.659999847,-0.800000012,-0.449999988,-0.119999997,0.579999983,0.99000001,1.49000001,0.839999974,-0.99000001,-0.140000001,-1.879999995,0.600000024,-1.299999952,-0.970000029,-1.279999971,-0.930000007,-2.130000114,0.970000029,-1.269999981,-1.419999957,-2.140000105,0.159999996,1.549999952,1.029999971,0.800000012,-0.980000019,0.090000004,-0.079999998,0.600000024,0.529999971,-3,1.649999976,-2.640000105
N4519,SJ269,4050,ubc_onts20_269,Chinook,2020-0016-13-N4519,Adult,Fresh,670,3291.71,,TRUE,SJ269,TRUE,0,0,0,0,0,982.28,2.67E+35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,999,999,999,999,999,20,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,29.5,999,999,172362,1.100000024,0.50999999,0.540000021,-0.560000002,-1.899999976,-4,-0.660000026,-2.039999962,-2.50999999,-1.019999981,-0.560000002,-0.75,-0.419999987,-1.350000024,2.25,-11.25,-5.71999979,-0.689999998,1,-0.400000006,-12.48999977,-0.769999981,-5.880000114,-1.019999981,-0.949999988,-0.649999976,0.189999998,1.00999999,1.340000033,-4.360000134,-1.590000033,0.560000002,-0.579999983,-2.25,-0.319999993,-0.059999999,-0.879999995,-1.039999962,-2.339999914,1.360000014,-2.450000048,-2.49000001,-3.809999943,-0.170000002,0.74000001,0.870000005,0.879999995,-2.529999971,-0.439999998,-1.049999952,-0.620000005,-0.07,-3.420000076,-0.079999998,-2.319999933
N4520,SJ270,4050,ubc_onts20_270,Chinook,2020-0016-13-N4520,Adult,Fresh,875,7747.5,,TRUE,SJ270,TRUE,0,0,0,0,0,0,1.72E+32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,28,999,999,172363,1.519999981,1.690000057,-0.569999993,0.589999974,-1.50999999,-2,-1.460000038,-1.519999981,-2.710000038,-0.039999999,-0.479999989,-0.730000019,-0.419999987,-1.070000052,2.299999952,-9.170000076,-3.890000105,0.600000024,1.299999952,0.839999974,-11.5,-0.680000007,-5.889999866,-0.460000008,-0.409999996,-0.49000001,0.349999994,0.850000024,1.470000029,0.479999989,-0.709999979,0.689999998,-0.330000013,-2.430000067,-0.140000001,0.460000008,0.610000014,-0.620000005,-0.819999993,1.279999971,-0.439999998,-0.959999979,-2.289999962,0.430000007,1.00999999,0.870000005,0.930000007,-8.239999771,-0.540000021,-0.5,0.949999988,0.270000011,-3.109999895,1.139999986,-1.940000057
N4521,SJ271,4050,ubc_onts20_271,Chinook,2020-0016-13-N4521,Adult,Fresh,715,3707.91,,TRUE,SJ271,TRUE,0,0,0,0,0.15,0,8.90E+37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,18.595,0,0,999,999,999,999,33,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,31,999,999,24,999,999,172364,1.230000019,1.090000033,1.75,0.970000029,-1.139999986,-2.190000057,-1.129999995,-2.160000086,-4.070000172,-1.00999999,-0.460000008,-0.629999995,-1.080000043,-0.170000002,2.720000029,-10.17000008,-5.96999979,0.389999986,2.299999952,0.579999983,-11.02999973,-1.029999971,-7.380000114,-0.860000014,-0.790000021,-0.330000013,1.070000052,1.570000052,1.830000043,0.25,-0.150000006,0.74000001,-1.519999981,-1.580000043,-0.5,-0.270000011,-0.430000007,-1.080000043,-1.75,1.299999952,0.270000011,-0.550000012,-3.069999933,0.209999993,1.230000019,1.25,0.839999974,-2.49000001,0.800000012,-0.360000014,0.200000003,0.310000002,-1.860000014,-13.31999969,-2.119999886
N4522,SJ272,4050,ubc_onts20_272,Chinook,2020-0016-13-N4522,Adult,Fresh,810,6458.8,,TRUE,SJ272,TRUE,0,0,0,0,0,0,5.53E+40,0,0,0,0,0,0,0,187.34,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,23,999,999,999,999,999,999,999,999,999,999,999,172365,1.539999962,0.639999986,-0.800000012,-0.600000024,-0.119999997,-2.670000076,-0.170000002,-1.960000038,-3.380000114,-1.889999986,-0.289999992,-1.139999986,-0.74000001,-1.360000014,2.829999924,-10.61999989,-5.71999979,-0.790000021,0.639999986,-0.180000007,-13.39999962,-0.629999995,-5.389999866,-1.090000033,-0.939999998,-0.709999979,0.170000002,0.600000024,-0.159999996,-1.610000014,-1.669999957,0.460000008,0.109999999,-1.899999976,0.560000002,0.370000005,0.980000019,-1.230000019,-1.809999943,1.220000029,-1.200000048,-2.710000038,-2.549999952,-1.019999981,-0.270000011,-0.409999996,0.079999998,-9.479999542,-0.589999974,0.02,0.469999999,-0.330000013,-0.819999993,0.230000004,-2.380000114
N4523,SJ273,4050,ubc_onts20_273,Chinook,2020-0016-13-N4523,Adult,Fresh,710,4401.36,,TRUE,SJ273,TRUE,0,0,0,0,0,0,1.49E+44,0,0,0,26923.41,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,999,999,999,999,999,999,8,999,999,999,11.5,999,999,999,999,999,999,999,999,999,999,999,999,999,23.5,999,172366,2.269999981,0.540000021,-0.180000007,-1.049999952,-1.840000033,-2.609999895,-0.330000013,-2.170000076,-3.730000019,-1.320000052,-0.579999983,-1.159999967,-0.879999995,-1.519999981,2.710000038,-6.019999981,-4.389999866,-0.200000003,0.939999998,-0.469999999,-12.47999954,-1.269999981,-8.979999542,-1.399999976,-0.829999983,-0.289999992,0.079999998,0.560000002,-0.300000012,-0.569999993,-1,0.119999997,0.340000004,-1.74000001,-1.039999962,-0.589999974,-0.579999983,-0.540000021,-3.529999971,1.129999995,-2.599999905,-0.769999981,-2.99000001,-0.769999981,0.689999998,0.620000005,0.180000007,0.959999979,1.879999995,1.580000043,1.450000048,1.399999976,1.440000057,1.110000014,0.059999999
N4524,SJ274,4050,ubc_onts20_274,Chinook,2020-0016-13-N4524,Adult,Fresh,750,4878.89,,TRUE,SJ274,TRUE,0,0,0,0,0,0,4.19E+28,0,0,0,0,0,0,0,57.635,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,10,999,999,999,999,999,999,999,24.5,999,999,999,999,999,999,999,999,999,999,999,172367,1.690000057,0.699999988,-0.620000005,1.340000033,-0.879999995,-2.710000038,-1.330000043,-0.850000024,-1.580000043,-0.879999995,-0.589999974,-0.629999995,0.090000004,-1.360000014,3.119999886,-10.11999989,-7.699999809,1.399999976,1.450000048,0.219999999,-11.55000019,-0.140000001,-6.21999979,-0.74000001,-0.670000017,-0.639999986,1,1.5,0.540000021,-0.360000014,-1.99000001,1.090000033,-0.889999986,-1.600000024,0.790000021,1.25,0.540000021,-2.099999905,-2.210000038,1.830000043,-0.75999999,-2.150000095,-3.430000067,-0.119999997,0.469999999,-0.479999989,0.910000026,-1.700000048,-0.079999998,-0.589999974,0.360000014,0.029999999,-3.49000001,-0.49000001,-3.130000114
N4526,SJ276,4050,ubc_onts20_276,Chinook,2020-0016-13-N4526,Adult,Fresh,760,5930.49,,TRUE,SJ276,TRUE,0,0,0,0,0,19.87,4.91E+39,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,133.45,0,999,999,999,999,999,27,8,999,999,999,999,999,999,515.5,999,999,999,999,999,999,999,999,999,999,18.5,999,172369,1.659999967,0.449999988,1.129999995,-0.779999971,-0.5,-1.149999976,-0.300000012,-2.339999914,-1.830000043,-1.320000052,-0.589999974,-0.639999986,-1.159999967,-0.860000014,2.890000105,-10.10000038,-5.730000019,0.039999999,1.059999943,-0.340000004,-13.67000008,-0.649999976,-5.019999981,-0.800000012,-0.479999989,-0.779999971,0.689999998,1.179999948,1.190000057,1.480000019,-0.879999995,0.689999998,-0.370000005,-1.860000014,0.150000006,-0.349999994,0.01,-1.559999943,-1.649999976,1.539999962,-0.709999979,-0.860000014,-3.819999933,0.219999999,0.850000024,0.930000007,0.790000021,-3.930000067,-1.059999943,-0.939999998,-0.050000001,0.180000007,-3.910000086,0.889999986,-3.539999962
N4527,SJ277,4050,ubc_onts20_277,Chinook,2020-0016-13-N4527,Adult,Fresh,645,3168.89,,TRUE,SJ277,TRUE,0,0,0,0,0,0,8.52E+35,0,0,0,0,0,0,1510.915,0,0,0,0,0,0,0,0,0,0.54,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,19,999,999,999,999,999,999,999,999,999,29.5,999,999,172370,1.799999952,1.49000001,1.100000024,0.540000021,-0.090000004,-2.200000048,-0.980000019,-2.359999895,-2.640000105,-1.389999986,-0.930000007,-0.620000005,-1.25,-0.159999996,2.599999905,-6.630000114,-4.539999962,0.189999998,1.710000038,0.879999995,-11.39999962,-0.519999981,-7.420000076,-0.639999986,-0.319999993,-0.150000006,0.449999988,0.920000017,2.029999971,1.799999952,-1.389999986,1.190000057,-2.349999905,-1.809999943,-0.349999994,0.059999999,-0.090000004,-1.289999962,-2.089999914,1.480000019,-0.670000017,-1.019999981,-3.170000076,0.330000013,0.810000002,-0.25999999,0.689999998,-2.190000057,1,-0.230000004,0.639999986,0.589999974,-2.380000114,0.889999986,-2.160000086
